Name,Index,Offset,IoType,Unit,Item,Action,Device,DataType,ContactPoint,IsSubscription,Default,Min,Max,Timeout,AlarmCode,ExeCmd,ActuatorId,Options,SimCmd,Desc
yOutRobotALIGN_TOOL1_Y_LOW_15,1,0,1,OutRobot,,ALIGN_TOOL1_Y_LOW_15,OutRobot,1,0,0,0,0,1,0,0,0x16,0,14,,
yOutRobotALIGN_TOOL1_Y_LOW_16,1,0,1,OutRobot,,ALIGN_TOOL1_Y_LOW_16,OutRobot,1,0,0,0,0,1,0,0,0x16,0,15,,
yOutRobotALIGN_TOOL1_Y_HIGH_1,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_1,OutRobot,1,0,0,0,0,1,0,0,0x17,0,0,,
yOutRobotALIGN_TOOL1_Y_HIGH_2,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_2,OutRobot,1,0,0,0,0,1,0,0,0x17,0,1,,
yOutRobotALIGN_TOOL1_Y_HIGH_3,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_3,OutRobot,1,0,0,0,0,1,0,0,0x17,0,2,,
yOutRobotALIGN_TOOL1_Y_HIGH_4,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_4,OutRobot,1,0,0,0,0,1,0,0,0x17,0,3,,
yOutRobotALIGN_TOOL1_Y_HIGH_5,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_5,OutRobot,1,0,0,0,0,1,0,0,0x17,0,4,,
yOutRobotALIGN_TOOL1_Y_HIGH_6,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_6,OutRobot,1,0,0,0,0,1,0,0,0x17,0,5,,
yOutRobotALIGN_TOOL1_Y_HIGH_7,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_7,OutRobot,1,0,0,0,0,1,0,0,0x17,0,6,,
yOutRobotALIGN_TOOL1_Y_HIGH_8,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_8,OutRobot,1,0,0,0,0,1,0,0,0x17,0,7,,
yOutRobotALIGN_TOOL1_Y_HIGH_9,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_9,OutRobot,1,0,0,0,0,1,0,0,0x17,0,8,,
yOutRobotALIGN_TOOL1_Y_HIGH_10,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_10,OutRobot,1,0,0,0,0,1,0,0,0x17,0,9,,
yOutRobotALIGN_TOOL1_Y_HIGH_11,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_11,OutRobot,1,0,0,0,0,1,0,0,0x17,0,10,,
yOutRobotALIGN_TOOL1_Y_HIGH_12,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_12,OutRobot,1,0,0,0,0,1,0,0,0x17,0,11,,
yOutRobotALIGN_TOOL1_Y_HIGH_13,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_13,OutRobot,1,0,0,0,0,1,0,0,0x17,0,12,,
yOutRobotALIGN_TOOL1_Y_HIGH_14,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_14,OutRobot,1,0,0,0,0,1,0,0,0x17,0,13,,
yOutRobotALIGN_TOOL1_Y_HIGH_15,1,0,1,OutRobot,,ALIGN_TOOL1_Y_HIGH_15,OutRobot,1,0,0,0,0,1,0,0,0x17,0,14,,
yOutRobotALIGN_TOOL1_Y_MINUS,1,0,1,OutRobot,,ALIGN_TOOL1_Y_MINUS,OutRobot,1,0,0,0,0,1,0,0,0x17,0,15,,
yOutRobotALIGN_TOOL1_T_LOW_1,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_1,OutRobot,1,0,0,0,0,1,0,0,0x18,0,0,,
yOutRobotALIGN_TOOL1_T_LOW_2,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_2,OutRobot,1,0,0,0,0,1,0,0,0x18,0,1,,
yOutRobotALIGN_TOOL1_T_LOW_3,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_3,OutRobot,1,0,0,0,0,1,0,0,0x18,0,2,,
yOutRobotALIGN_TOOL1_T_LOW_4,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_4,OutRobot,1,0,0,0,0,1,0,0,0x18,0,3,,
yOutRobotALIGN_TOOL1_T_LOW_5,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_5,OutRobot,1,0,0,0,0,1,0,0,0x18,0,4,,
yOutRobotALIGN_TOOL1_T_LOW_6,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_6,OutRobot,1,0,0,0,0,1,0,0,0x18,0,5,,
yOutRobotALIGN_TOOL1_T_LOW_7,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_7,OutRobot,1,0,0,0,0,1,0,0,0x18,0,6,,
yOutRobotALIGN_TOOL1_T_LOW_8,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_8,OutRobot,1,0,0,0,0,1,0,0,0x18,0,7,,
yOutRobotALIGN_TOOL1_T_LOW_9,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_9,OutRobot,1,0,0,0,0,1,0,0,0x18,0,8,,
yOutRobotALIGN_TOOL1_T_LOW_10,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_10,OutRobot,1,0,0,0,0,1,0,0,0x18,0,9,,
yOutRobotALIGN_TOOL1_T_LOW_11,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_11,OutRobot,1,0,0,0,0,1,0,0,0x18,0,10,,
yOutRobotALIGN_TOOL1_T_LOW_12,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_12,OutRobot,1,0,0,0,0,1,0,0,0x18,0,11,,
yOutRobotALIGN_TOOL1_T_LOW_13,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_13,OutRobot,1,0,0,0,0,1,0,0,0x18,0,12,,
yOutRobotALIGN_TOOL1_T_LOW_14,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_14,OutRobot,1,0,0,0,0,1,0,0,0x18,0,13,,
yOutRobotALIGN_TOOL1_T_LOW_15,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_15,OutRobot,1,0,0,0,0,1,0,0,0x18,0,14,,
yOutRobotALIGN_TOOL1_T_LOW_16,1,0,1,OutRobot,,ALIGN_TOOL1_T_LOW_16,OutRobot,1,0,0,0,0,1,0,0,0x18,0,15,,
yOutRobotALIGN_TOOL1_T_HIGH_1,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_1,OutRobot,1,0,0,0,0,1,0,0,0x19,0,0,,
yOutRobotALIGN_TOOL1_T_HIGH_2,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_2,OutRobot,1,0,0,0,0,1,0,0,0x19,0,1,,
yOutRobotALIGN_TOOL1_T_HIGH_3,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_3,OutRobot,1,0,0,0,0,1,0,0,0x19,0,2,,
yOutRobotALIGN_TOOL1_T_HIGH_4,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_4,OutRobot,1,0,0,0,0,1,0,0,0x19,0,3,,
yOutRobotALIGN_TOOL1_T_HIGH_5,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_5,OutRobot,1,0,0,0,0,1,0,0,0x19,0,4,,
yOutRobotALIGN_TOOL1_T_HIGH_6,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_6,OutRobot,1,0,0,0,0,1,0,0,0x19,0,5,,
yOutRobotALIGN_TOOL1_T_HIGH_7,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_7,OutRobot,1,0,0,0,0,1,0,0,0x19,0,6,,
yOutRobotALIGN_TOOL1_T_HIGH_8,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_8,OutRobot,1,0,0,0,0,1,0,0,0x19,0,7,,
yOutRobotALIGN_TOOL1_T_HIGH_9,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_9,OutRobot,1,0,0,0,0,1,0,0,0x19,0,8,,
yOutRobotALIGN_TOOL1_T_HIGH_10,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_10,OutRobot,1,0,0,0,0,1,0,0,0x19,0,9,,
yOutRobotALIGN_TOOL1_T_HIGH_11,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_11,OutRobot,1,0,0,0,0,1,0,0,0x19,0,10,,
yOutRobotALIGN_TOOL1_T_HIGH_12,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_12,OutRobot,1,0,0,0,0,1,0,0,0x19,0,11,,
yOutRobotALIGN_TOOL1_T_HIGH_13,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_13,OutRobot,1,0,0,0,0,1,0,0,0x19,0,12,,
yOutRobotALIGN_TOOL1_T_HIGH_14,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_14,OutRobot,1,0,0,0,0,1,0,0,0x19,0,13,,
yOutRobotALIGN_TOOL1_T_HIGH_15,1,0,1,OutRobot,,ALIGN_TOOL1_T_HIGH_15,OutRobot,1,0,0,0,0,1,0,0,0x19,0,14,,
yOutRobotALIGN_TOOL1_T_MINUS,1,0,1,OutRobot,,ALIGN_TOOL1_T_MINUS,OutRobot,1,0,0,0,0,1,0,0,0x19,0,15,,
yOutRobotALIGN_TOOL2_X_LOW_1,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_1,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,0,,
yOutRobotALIGN_TOOL2_X_LOW_2,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_2,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,1,,
yOutRobotALIGN_TOOL2_X_LOW_3,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_3,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,2,,
yOutRobotALIGN_TOOL2_X_LOW_4,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_4,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,3,,
yOutRobotALIGN_TOOL2_X_LOW_5,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_5,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,4,,
yOutRobotALIGN_TOOL2_X_LOW_6,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_6,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,5,,
yOutRobotALIGN_TOOL2_X_LOW_7,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_7,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,6,,
yOutRobotALIGN_TOOL2_X_LOW_8,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_8,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,7,,
yOutRobotALIGN_TOOL2_X_LOW_9,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_9,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,8,,
yOutRobotALIGN_TOOL2_X_LOW_10,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_10,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,9,,
yOutRobotALIGN_TOOL2_X_LOW_11,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_11,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,10,,
yOutRobotALIGN_TOOL2_X_LOW_12,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_12,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,11,,
yOutRobotALIGN_TOOL2_X_LOW_13,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_13,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,12,,
yOutRobotALIGN_TOOL2_X_LOW_14,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_14,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,13,,
yOutRobotALIGN_TOOL2_X_LOW_15,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_15,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,14,,
yOutRobotALIGN_TOOL2_X_LOW_16,1,0,1,OutRobot,,ALIGN_TOOL2_X_LOW_16,OutRobot,1,0,0,0,0,1,0,0,0x1A,0,15,,
yOutRobotALIGN_TOOL2_X_HIGH_1,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_1,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,0,,
yOutRobotALIGN_TOOL2_X_HIGH_2,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_2,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,1,,
yOutRobotALIGN_TOOL2_X_HIGH_3,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_3,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,2,,
yOutRobotALIGN_TOOL2_X_HIGH_4,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_4,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,3,,
yOutRobotALIGN_TOOL2_X_HIGH_5,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_5,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,4,,
yOutRobotALIGN_TOOL2_X_HIGH_6,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_6,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,5,,
yOutRobotALIGN_TOOL2_X_HIGH_7,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_7,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,6,,
yOutRobotALIGN_TOOL2_X_HIGH_8,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_8,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,7,,
yOutRobotALIGN_TOOL2_X_HIGH_9,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_9,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,8,,
yOutRobotALIGN_TOOL2_X_HIGH_10,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_10,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,9,,
yOutRobotALIGN_TOOL2_X_HIGH_11,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_11,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,10,,
yOutRobotALIGN_TOOL2_X_HIGH_12,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_12,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,11,,
yOutRobotALIGN_TOOL2_X_HIGH_13,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_13,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,12,,
yOutRobotALIGN_TOOL2_X_HIGH_14,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_14,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,13,,
yOutRobotALIGN_TOOL2_X_HIGH_15,1,0,1,OutRobot,,ALIGN_TOOL2_X_HIGH_15,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,14,,
yOutRobotALIGN_TOOL2_X_MINUS,1,0,1,OutRobot,,ALIGN_TOOL2_X_MINUS,OutRobot,1,0,0,0,0,1,0,0,0x1B,0,15,,
yOutRobotALIGN_TOOL2_Y_LOW_1,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_1,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,0,,
yOutRobotALIGN_TOOL2_Y_LOW_2,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_2,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,1,,
yOutRobotALIGN_TOOL2_Y_LOW_3,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_3,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,2,,
yOutRobotALIGN_TOOL2_Y_LOW_4,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_4,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,3,,
yOutRobotALIGN_TOOL2_Y_LOW_5,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_5,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,4,,
yOutRobotALIGN_TOOL2_Y_LOW_6,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_6,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,5,,
yOutRobotALIGN_TOOL2_Y_LOW_7,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_7,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,6,,
yOutRobotALIGN_TOOL2_Y_LOW_8,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_8,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,7,,
yOutRobotALIGN_TOOL2_Y_LOW_9,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_9,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,8,,
yOutRobotALIGN_TOOL2_Y_LOW_10,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_10,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,9,,
yOutRobotALIGN_TOOL2_Y_LOW_11,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_11,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,10,,
yOutRobotALIGN_TOOL2_Y_LOW_12,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_12,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,11,,
yOutRobotALIGN_TOOL2_Y_LOW_13,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_13,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,12,,
yOutRobotALIGN_TOOL2_Y_LOW_14,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_14,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,13,,
yOutRobotALIGN_TOOL2_Y_LOW_15,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_15,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,14,,
yOutRobotALIGN_TOOL2_Y_LOW_16,1,0,1,OutRobot,,ALIGN_TOOL2_Y_LOW_16,OutRobot,1,0,0,0,0,1,0,0,0x1C,0,15,,
yOutRobotALIGN_TOOL2_Y_HIGH_1,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_1,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,0,,
yOutRobotALIGN_TOOL2_Y_HIGH_2,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_2,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,1,,
yOutRobotALIGN_TOOL2_Y_HIGH_3,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_3,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,2,,
yOutRobotALIGN_TOOL2_Y_HIGH_4,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_4,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,3,,
yOutRobotALIGN_TOOL2_Y_HIGH_5,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_5,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,4,,
yOutRobotALIGN_TOOL2_Y_HIGH_6,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_6,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,5,,
yOutRobotALIGN_TOOL2_Y_HIGH_7,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_7,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,6,,
yOutRobotALIGN_TOOL2_Y_HIGH_8,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_8,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,7,,
yOutRobotALIGN_TOOL2_Y_HIGH_9,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_9,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,8,,
yOutRobotALIGN_TOOL2_Y_HIGH_10,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_10,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,9,,
yOutRobotALIGN_TOOL2_Y_HIGH_11,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_11,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,10,,
yOutRobotALIGN_TOOL2_Y_HIGH_12,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_12,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,11,,
yOutRobotALIGN_TOOL2_Y_HIGH_13,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_13,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,12,,
yOutRobotALIGN_TOOL2_Y_HIGH_14,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_14,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,13,,
yOutRobotALIGN_TOOL2_Y_HIGH_15,1,0,1,OutRobot,,ALIGN_TOOL2_Y_HIGH_15,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,14,,
yOutRobotALIGN_TOOL2_Y_MINUS,1,0,1,OutRobot,,ALIGN_TOOL2_Y_MINUS,OutRobot,1,0,0,0,0,1,0,0,0x1D,0,15,,
yOutRobotALIGN_TOOL2_T_LOW_1,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_1,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,0,,
yOutRobotALIGN_TOOL2_T_LOW_2,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_2,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,1,,
yOutRobotALIGN_TOOL2_T_LOW_3,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_3,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,2,,
yOutRobotALIGN_TOOL2_T_LOW_4,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_4,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,3,,
yOutRobotALIGN_TOOL2_T_LOW_5,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_5,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,4,,
yOutRobotALIGN_TOOL2_T_LOW_6,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_6,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,5,,
yOutRobotALIGN_TOOL2_T_LOW_7,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_7,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,6,,
yOutRobotALIGN_TOOL2_T_LOW_8,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_8,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,7,,
yOutRobotALIGN_TOOL2_T_LOW_9,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_9,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,8,,
yOutRobotALIGN_TOOL2_T_LOW_10,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_10,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,9,,
yOutRobotALIGN_TOOL2_T_LOW_11,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_11,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,10,,
yOutRobotALIGN_TOOL2_T_LOW_12,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_12,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,11,,
yOutRobotALIGN_TOOL2_T_LOW_13,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_13,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,12,,
yOutRobotALIGN_TOOL2_T_LOW_14,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_14,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,13,,
yOutRobotALIGN_TOOL2_T_LOW_15,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_15,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,14,,
yOutRobotALIGN_TOOL2_T_LOW_16,1,0,1,OutRobot,,ALIGN_TOOL2_T_LOW_16,OutRobot,1,0,0,0,0,1,0,0,0x1E,0,15,,
yOutRobotALIGN_TOOL2_T_HIGH_1,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_1,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,0,,
yOutRobotALIGN_TOOL2_T_HIGH_2,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_2,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,1,,
yOutRobotALIGN_TOOL2_T_HIGH_3,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_3,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,2,,
yOutRobotALIGN_TOOL2_T_HIGH_4,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_4,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,3,,
yOutRobotALIGN_TOOL2_T_HIGH_5,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_5,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,4,,
yOutRobotALIGN_TOOL2_T_HIGH_6,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_6,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,5,,
yOutRobotALIGN_TOOL2_T_HIGH_7,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_7,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,6,,
yOutRobotALIGN_TOOL2_T_HIGH_8,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_8,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,7,,
yOutRobotALIGN_TOOL2_T_HIGH_9,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_9,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,8,,
yOutRobotALIGN_TOOL2_T_HIGH_10,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_10,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,9,,
yOutRobotALIGN_TOOL2_T_HIGH_11,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_11,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,10,,
yOutRobotALIGN_TOOL2_T_HIGH_12,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_12,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,11,,
yOutRobotALIGN_TOOL2_T_HIGH_13,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_13,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,12,,
yOutRobotALIGN_TOOL2_T_HIGH_14,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_14,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,13,,
yOutRobotALIGN_TOOL2_T_HIGH_15,1,0,1,OutRobot,,ALIGN_TOOL2_T_HIGH_15,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,14,,
yOutRobotALIGN_TOOL2_T_MINUS,1,0,1,OutRobot,,ALIGN_TOOL2_T_MINUS,OutRobot,1,0,0,0,0,1,0,0,0x1F,0,15,,
